experiment,instance,time,size,lb,ub,optimal
oracle,random_graph_1_1000_0.1_0_4.col,89,25243,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,91,25501,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,93,25755,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,94,25892,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,96,26037,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,97,26176,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,98,26303,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,99,26439,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,100,26583,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,101,26725,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,102,26880,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,103,27031,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,104,27180,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,106,27343,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,107,27486,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,108,27617,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,109,27757,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,110,27896,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,111,28067,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,113,28206,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,114,28335,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,115,28483,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,116,28603,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,117,28738,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,118,28881,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,120,29029,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,121,29168,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,122,29335,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,123,29474,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,124,29627,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,126,29784,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,127,29912,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,128,30024,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,130,30171,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,131,30302,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,132,30450,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,133,30581,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,135,30734,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,136,30860,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,137,31009,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,139,31130,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,140,31270,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,141,31419,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,143,31576,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,144,31730,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,145,31863,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,147,32007,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,148,32167,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,150,32316,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,151,32439,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,152,32584,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,154,32744,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,155,32896,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,157,33063,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,158,33200,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,160,33337,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,161,33481,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,163,33627,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,164,33784,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,166,33939,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,167,34071,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,169,34218,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,170,34376,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,172,34544,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,173,34690,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,175,34836,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,176,34983,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,178,35155,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,179,35295,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,181,35440,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,183,35613,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,184,35771,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,186,35917,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,187,36046,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,189,36209,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,191,36359,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,192,36515,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,194,36665,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,196,36824,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,197,36996,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,199,37141,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,201,37303,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,202,37453,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,204,37619,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,206,37757,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,207,37897,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,209,38030,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,211,38199,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,212,38338,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,214,38485,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,216,38638,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,218,38807,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,220,38963,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,221,39155,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,223,39304,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,225,39466,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,227,39614,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,229,39750,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,230,39906,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,232,40072,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,234,40216,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,236,40357,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,238,40487,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,240,40628,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,242,40802,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,243,40942,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,245,41098,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,247,41239,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,249,41427,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,251,41586,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,253,41726,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,255,41866,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,257,42017,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,259,42195,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,261,42352,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,263,42517,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,265,42684,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,267,42844,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,269,42990,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,271,43153,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,273,43317,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,275,43459,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,277,43610,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,279,43767,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,281,43931,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,283,44060,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,285,44196,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,288,44365,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,290,44523,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,292,44664,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,294,44788,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,296,44916,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,298,45094,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,300,45251,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,302,45390,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,305,45537,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,307,45701,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,309,45863,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,311,46044,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,314,46202,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,316,46363,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,318,46531,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,321,46689,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,323,46863,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,325,47009,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,327,47162,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,330,47318,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,332,47457,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,334,47601,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,337,47747,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,339,47880,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,341,48036,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,344,48177,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,346,48315,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,349,48486,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,351,48654,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,353,48818,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,356,48988,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,358,49143,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,361,49326,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,363,49471,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,366,49633,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,368,49761,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,371,49896,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,373,50081,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,376,50231,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,378,50386,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,381,50574,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,383,50702,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,385,50857,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,388,51005,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,390,51150,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,393,51290,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,395,51488,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,398,51644,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,401,51818,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,403,51947,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,406,52071,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,409,52220,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,411,52397,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,414,52559,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,417,52703,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,419,52852,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,422,52973,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,425,53122,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,427,53286,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,430,53418,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,433,53571,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,436,53741,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,438,53885,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,441,54030,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,443,54182,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,446,54320,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,449,54464,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,452,54595,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,455,54770,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,457,54941,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,460,55099,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,463,55228,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,466,55356,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,469,55495,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,472,55631,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,475,55780,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,478,55937,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,481,56084,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,484,56227,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,486,56370,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,489,56524,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,492,56694,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,495,56872,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,499,57044,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,502,57217,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,504,57396,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,508,57562,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,511,57711,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,515,57886,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,517,58064,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,521,58231,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,524,58381,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,527,58537,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,530,58712,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,533,58845,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,536,59023,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,540,59169,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,543,59329,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,546,59477,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,549,59619,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,552,59791,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,555,59952,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,559,60116,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,562,60295,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,565,60456,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,569,60604,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,572,60760,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,575,60906,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,578,61052,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,582,61215,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,585,61372,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,588,61494,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,592,61627,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,595,61777,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,598,61917,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,602,62038,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,605,62207,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,608,62358,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,612,62501,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,615,62651,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,618,62807,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,622,62945,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,625,63134,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,629,63284,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,632,63437,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,636,63593,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,639,63717,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,643,63858,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,646,64016,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,650,64175,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,653,64352,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,657,64507,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,660,64644,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,664,64815,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,667,64973,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,671,65135,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,674,65288,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,678,65434,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,681,65625,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,685,65806,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,688,65936,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,692,66097,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,695,66271,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,699,66432,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,703,66570,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,707,66732,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,710,66872,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,714,67022,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,718,67173,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,721,67358,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,725,67527,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,729,67658,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,733,67802,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,736,67956,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,740,68105,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,744,68280,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,748,68438,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,752,68623,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,755,68789,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,759,68945,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,763,69098,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,767,69245,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,770,69414,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,774,69571,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,778,69743,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,782,69896,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,786,70078,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,790,70252,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,793,70421,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,797,70585,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,801,70757,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,805,70920,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,809,71085,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,813,71240,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,817,71399,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,821,71556,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,825,71706,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,829,71870,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,833,72044,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,837,72188,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,841,72373,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,845,72522,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,849,72670,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,853,72846,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,857,72991,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,861,73177,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,865,73344,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,869,73476,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,873,73635,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,877,73818,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,881,73993,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,885,74153,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,889,74297,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,893,74453,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,897,74613,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,901,74766,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,905,74916,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,909,75081,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,914,75245,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,918,75401,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,922,75544,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,926,75701,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,931,75862,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,935,75993,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,939,76174,6,26,False
oracle,random_graph_1_1000_0.1_0_4.col,944,76311,6,26,False
