instance,balance-hard,balance-soft,balance-hard-mean,balance-hard-max,balance-hard-min,balance-hard-std,balance-hard-entropy,balance-soft-mean,balance-soft-max,balance-soft-min,balance-soft-std,balance-soft-entropy,nhard_len_stats.ave,nhard_len_stats.max,nhard_len_stats.min,nhard_len_stats.stddev,nhards,nsoft_len_stats.ave,nsoft_len_stats.max,nsoft_len_stats.min,nsoft_len_stats.stddev,nsoft_wts,nsofts,soft_wt_stats.ave,soft_wt_stats.max,soft_wt_stats.min,soft_wt_stats.stddev,ncls,nvars,VG-mean,VG-max,VG-min,VG-std,VG-entropy,VCG_C-entropy,VCG_C-max,VCG_C-mean,VCG_C-min,VCG_C-std,VCG_V-entropy,VCG_V-max,VCG_V-mean,VCG_V-min,VCG_V-std,Horn-fraction,Horn-V-mean,Horn-V-max,Horn-V-min,Horn-V-std
SeanSafarpour/rsdecoder1_blackbox_KESblock-problem.dimacs_30.filtered.wcnf.gz,0.0,0.5008124110000001,0.0,0.0,0.0,0.0,0.0,0.502143937,1,0,0.184393728,1.320402102,0.0,0,0,0.0,0,2.57,4,1,0.51,1,1106376,1,1,1,0,1106376,339892,6.066344604,885,1,17.14081877,1.6516130580000001,0.7303828529999999,4,2.566664497,1,0.5144648860000001,1.8926569009999998,1179,8.354700905,1,27.33028514,0.669235414,5.193740953,591,1,14.48219111
MaximumCommonSub-GraphExtraction/solved/g4_n58e71_n61e85_n100e127_n104e131.wcnf.gz,0.986761757,0.0,0.9906382159999999,1.0,0.024390244,0.06995841900000001,0.09576181800000001,0.0,0,0,0.0,0.0,2.6,41,1,0.84,253873,1.0,1,1,0.0,1,71,1,1,1,0,253944,4351,121.81176740000001,200,2,42.44293379,4.51023255,0.6895356140000001,41,2.596529156,1,0.8452129820000001,4.4949144510000005,3256,151.545162,5,275.589738,0.9991691079999999,150.4966674,3254,4,275.4850058
optic/gen_mult_3_6_9999.wcnf.gz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,34.49,109,1,15.88,11375,1.0,1,1,0.0,1,1044,1,1,1,0,12419,1044,489.0402299,829,1,131.76248629999998,5.855550944,4.058325909,109,31.67114905,1,17.81712077,6.229196813,2081,376.7471264,2,276.5194651,0.08470891400000001,1.007662835,2,1,0.087201584
min-fill/MinFill_R0_myciel7.wcnf.gz,0.591363467,1.0,0.582927247,1.0,0.0,0.19418631,1.853808022,1.0,1,1,0.0,0.0,4.22,10,1,1.43,4691355,1.0,1,1,0.0,1,15785,1,1,1,0,4707140,328138,101.7893935,1901,10,238.18016830000002,3.0422303060000004,1.053526422,10,4.209769627,1,1.4360777230000001,3.080448193,1140,60.389150300000004,5,150.5671233,0.514695335,25.58067033,760,1,67.60256085
optic/gen_mult_5_5_399.wcnf.gz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,30.25,171,1,24.9,103585,1.0,1,1,0.0,1,14256,1,1,1,0,117841,14256,861.4810606000001,7580,1,504.7682498,7.185465838,4.100878047,171,26.71397052,1,25.22093162,6.215111747999999,6177,220.81937430000002,2,243.5029602,0.12105294400000001,1.000631313,2,1,0.025118012999999998
scheduling/cnf_small.wcnf.gz,0.5026595739999999,0.632958801,0.49112928200000006,1.0,0.0,0.28142588,1.5247959780000002,0.632958801,1,0,0.481997881,0.657362158,2.52,25,2,1.7,46798,1.0,1,1,0.0,1,267,1,1,1,0,47065,12617,19.46841563,567,2,34.10845226,1.386423089,0.744882002,25,2.514203761,1,1.6985302119999999,1.132567952,199,9.378695411,3,23.61768922,0.7306915970000001,6.046286756000001,145,2,15.60228574
atcoss/sugar/atcoss_sugar_10.wcnf.gz,0.5602639429999999,0.0,0.569067044,1.0,0.0,0.27337944,2.120824844,0.0,0,0,0.0,0.0,3.41,11,1,1.4,423578,1.0,1,1,0.0,1,300,1,1,1,0,423878,43861,29.37833155,610,2,61.98358343,3.19699684,1.4364254730000001,11,3.4047202260000002,1,1.396666701,3.292523415,1026,32.90362737,2,90.82866416,0.707059578,21.73552815,514,1,57.05984297
bcp/hipp-yRa1/simp/simp-ibd_50.08.wcnf.gz,0.299153877,1.0,0.278851305,1.0,0.0,0.23653368600000002,1.3071356379999999,1.0,1,1,0.0,0.0,2.57,47,1,0.95,44904,1.0,1,1,0.0,1,98,1,1,1,0,45002,2952,48.06165312,135,3,28.46476438,4.514067709,0.729963584,47,2.570641305,1,0.953567718,3.831799218,108,39.18834688,1,31.03420221,0.301742145,11.25033875,46,0,11.19069735
railway-transport/pesp_5min.wcnf.gz,0.399528471,1.0,0.40072683,1.0,0.0,0.153999309,1.554746477,1.0,1,1,0.0,0.0,3.83,5,1,0.72,1249995,1.0,1,1,0.0,1,4416,1,1,1,0,1254411,34756,151.6663022,940,2,92.53826831,4.867895352,1.068378429,5,3.822004909,1,0.7358380609999999,5.0185244,1049,137.9435205,3,96.97256307,0.110715706,10.113074000000001,143,2,10.36158573
maxclique/structured/brock800_1.clq.wcnf.gz,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0.5,0.693147181,0.0,0,0,0.0,0,2.0,2,2,0.0,1,1022,1,1,1,0,1022,40,26.55,34,21,2.597595042,2.195273549,0.0,2,2.0,2,0.0,2.195273549,66,51.1,40,5.195190083,0.5,25.55,33,20,2.597595042
gen-hyper-tw/GenHyperTW_b01.wcnf.gz,0.531597907,1.0,0.538244042,1.0,0.0,0.183458438,1.3676393269999998,1.0,1,1,0.0,0.0,3.45,8,1,1.74,170567,1.0,1,1,0.0,1,45,1,1,1,0,170612,55117,23.66262678,369,1,60.7838475,2.106718582,1.226284767,8,3.449728038,1,1.7415571269999999,2.101401363,276,10.67846581,2,26.21480965,0.654684313,4.750439973,184,1,12.2007168
MaximumCommonSub-GraphExtraction/solved/g5_n24e23_n28e29_n32e33_n32e33_n38e39.wcnf.gz,0.9836818279999999,0.0,0.988872595,1.0,0.03030303,0.076203908,0.109186765,0.0,0,0,0.0,0.0,2.51,33,2,0.85,122851,1.0,1,1,0.0,1,23,1,1,1,0,122874,2519,100.3425963,211,67,17.06877641,2.534381007,0.701629318,33,2.511808845,1,0.8488641729999999,2.531683468,2636,122.52322350000001,67,241.6486795,0.999039667,121.47757050000001,2635,66,241.56421290000003
ramsey/ram_k3_n14.ra0.wcnf.gz,0.0,0.846153846,0.0,0.0,0.0,0.0,0.0,0.7333333329999999,1,0,0.44221663899999997,0.579915171,0.0,0,0,0.0,0,5.2,6,3,1.33,1,1365,1,1,1,0,1365,91,91.0,91,91,0.0,0.0,0.579915171,6,5.2,3,1.326649916,0.0,78,78.0,78,0.0,0.7333333329999999,66.0,66,66,0.0
MaxSATQueriesinInterpretableClassifiers/MLIC_maxsat_benchmarks/credit_train_1_CNF_4_1.wcnf.gz,0.844152951,1.0,0.971187259,1.0,0.0,0.167279905,0.130590602,1.0,1,1,0.0,0.0,2.3,19,2,2.11,1558859,1.0,1,1,0.0,1,27439,1,1,1,0,1586298,111547,39.89054838,19470,2,429.1976091,0.723822348,0.235226598,19,2.2784710059999997,1,2.100259437,0.7223272340000001,19367,32.40189337,2,425.7556623,0.971685648,27.39049011,15370,1,337.4100673
maxcut/dimacs_mod/san400_0.7_2.clq.wcnf.gz,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0.5,0.693147181,0.0,0,0,0.0,0,2.0,2,2,0.0,1,1126,1,1,1,0,1126,40,29.15,34,23,2.743628984,2.268097886,0.0,2,2.0,2,0.0,2.268097886,66,56.3,44,5.487257967000001,0.5,28.15,33,22,2.743628984
MaxSATQueriesinInterpretableClassifiers/wcnf_gz/adult_train_5_CNF_3_1.wcnf.gz,0.814749823,1.0,0.9485768290000001,1.0,0.0,0.220859295,0.202684552,1.0,1,1,0.0,0.0,2.33,13,2,1.74,844347,1.0,1,1,0.0,1,29737,1,1,1,0,874084,96481,25.87872224,28190,2,396.5141358,0.830531957,0.378657205,13,2.283313732,1,1.728085851,0.82922106,28075,20.68602108,2,393.82331569999997,0.9503262840000001,16.91102911,21683,1,300.147094
bcp/msp/normalized-par32-4-c.wcnf.gz,0.145906305,1.0,0.200180207,1.0,0.0,0.400135092,0.5006521420000001,1.0,1,1,0.0,0.0,2.74,3,2,0.44,6659,1.0,1,1,0.0,1,2666,1,1,1,0,9325,2666,12.92348087,178,6,18.46889063,0.970511438,1.0046753309999998,3,2.24536193,1,0.8700320109999999,0.928045531,90,7.853713428,4,9.551670754,0.428847185,2.0,2,2,0.0
SeanSafarpour/wb_4m8s4.dimacs.filtered.wcnf.gz,0.0,0.49998403700000005,0.0,0.0,0.0,0.0,0.0,0.501847862,1,0,0.179180593,1.256496751,0.0,0,0,0.0,0,2.71,3,1,0.48,1,1759150,1,1,1,0,1759150,462440,7.389888418,461,1,17.49903053,1.668814574,0.643945012,3,2.706449137,1,0.48094777899999996,1.8363787059999999,769,10.29549779,1,24.85302903,0.615564335,5.959108209,561,1,13.66262361
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr6-plb100.wcnf.gz,0.48446667299999996,1.0,0.616552185,1.0,0.0,0.293768531,1.686588985,1.0,1,1,0.0,0.0,2.36,12,1,1.59,4411,1.0,1,1,0.0,1,150,1,1,1,0,4561,2046,8.000977517,86,1,16.27278458,1.674995082,1.4534261730000002,12,2.312431484,1,1.584828942,1.76853004,58,5.154936461,1,7.91233385,0.829423372,3.279569892,29,1,4.094203877
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_1_10_1.wcnf.gz,0.639719626,0.950401003,0.674349125,1.0,0.0,0.209527358,1.056103663,0.950401003,1,0,0.21711503199999999,0.197332819,2.74,201,2,7.12,148390,1.0,1,1,0.0,1,39900,1,1,1,0,188290,76190,105.55112220000001,968,2,108.3295886,0.9380210940000001,1.069453853,201,2.371342079,1,6.3574444560000005,0.25002931300000003,780,5.860349127,2,38.70852070000001,0.998990918,5.359102244,779,2,38.68648489
des/cnf.18.p.6.wcnf.gz,0.623360576,1.0,0.686988725,1.0,0.0,0.299185013,1.224908512,1.0,1,1,0.0,0.0,2.31,7,1,0.83,471662,1.0,1,1,0.0,1,5720,1,1,1,0,477382,105574,10.39488889,26,3,6.262725565,2.290575875,0.8285244959999999,7,2.292109883,1,0.840121091,2.116153604,32,10.3644079,4,6.695873193,0.781893745,6.918104836,26,2,5.227749112
ramsey/ram_k3_n18.ra0.wcnf.gz,0.0,0.882352941,0.0,0.0,0.0,0.0,0.0,0.7894736840000001,1,0,0.40768245700000005,0.514653165,0.0,0,0,0.0,0,5.37,6,3,1.22,1,3876,1,1,1,0,3876,153,153.0,153,153,0.0,0.0,0.514653165,6,5.3684210530000005,3,1.2230473720000001,0.0,136,136.0,136,0.0,0.7894736840000001,120.0,120,120,0.0
reversi/rev66-24.wcnf.gz,0.578092674,0.5,0.642456492,1.0,0.0,0.233483831,1.164096894,0.5,1,0,0.5,0.693147181,2.55,47,1,2.42,125640,1.0,1,1,0.0,1,72,1,1,1,0,125712,20832,42.18317972,144,3,31.37712009,3.320433435,0.702030797,47,2.55364643,1,2.420102639,2.322996987,161,15.41013825,4,20.53383155,0.9102710959999999,11.39400922,103,3,14.76193243
maxcut/dimacs_mod/brock800_1.clq.wcnf.gz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,2.0,2,2,0.0,112095,1.0,1,1,0.0,1,800,1,1,1,0,112895,800,281.2375,323,240,12.85296051,3.913177492,0.042135083,2,1.992913769,1,0.083880963,3.913177492,323,281.2375,240,12.85296051,0.007086231,1.0,1,1,0.0
maxcut/dimacs_mod/san200_0.7_1.clq.wcnf.gz,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0.5,0.693147181,0.0,0,0,0.0,0,2.0,2,2,0.0,1,1116,1,1,1,0,1116,40,28.9,34,23,2.497999199,2.241935479,0.0,2,2.0,2,0.0,2.241935479,66,55.8,44,4.995998398999999,0.5,27.9,33,22,2.497999199
MaxSATQueriesinInterpretableClassifiers/MLIC_maxsat_benchmarks/tictactoe_train_1_DNF_5_1.wcnf.gz,0.734901665,1.0,0.9250401640000001,1.0,0.0,0.263326526,0.266283548,1.0,1,1,0.0,0.0,2.52,10,2,1.88,27388,1.0,1,1,0.0,1,996,1,1,1,0,28384,3811,26.61532406,441,6,57.03571886,0.93154256,0.45144115700000004,10,2.464205186,1,1.869921085,0.93154256,417,18.35318814,2,53.43035746,0.9276705190000001,13.55707163,334,1,35.19793093
ramsey/ram_k3_n13.ra0.wcnf.gz,0.0,0.833333333,0.0,0.0,0.0,0.0,0.0,0.7142857140000001,1,0,0.45175395100000004,0.5982695889999999,0.0,0,0,0.0,0,5.14,6,3,1.36,1,1001,1,1,1,0,1001,78,78.0,78,78,0.0,0.0,0.5982695889999999,6,5.1428571430000005,3,1.355261854,0.0,66,66.0,66,0.0,0.7142857140000001,55.0,55,55,0.0
des/cnf.19.p.10.wcnf.gz,0.623342359,1.0,0.6869568859999999,1.0,0.0,0.299148505,1.224746567,1.0,1,1,0.0,0.0,2.31,7,1,0.83,593705,1.0,1,1,0.0,1,7200,1,1,1,0,600905,132880,10.39586093,26,3,6.263637093,2.290701726,0.828176425,7,2.2921593259999997,1,0.8400217329999999,2.116146046,32,10.36551776,4,6.696201086,0.78193558,6.91949127,26,2,5.227551356
optic/gen_add_4_carry_33.wcnf.gz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,12.18,39,1,7.58,35157,1.0,1,1,0.0,1,676,1,1,1,0,35833,676,262.8609467,667,1,97.11226140000001,4.350674462,3.121206939,39,11.97036252,1,7.656133089,5.8009167999999995,3854,634.5177514999999,2,498.1642643999999,0.018893199,1.00147929,2,1,0.03843308
mbd/b14_C-mbd14-0310.wcnf.gz,0.423315755,1.0,0.36470421299999994,1.0,0.0,0.426522929,1.324347884,1.0,1,1,0.0,0.0,2.47,7,1,0.69,29368,1.0,1,1,0.0,1,1851,1,1,1,0,31219,11949,6.630764081000001,145,3,7.828144754,2.0072579,1.097077098,7,2.3857266409999998,1,0.758248571,1.620628811,165,6.233157586,3,8.649566405,0.464813095,3.074985354,83,0,4.346283973
min-fill/MinFill_R4_miles500.wcnf.gz,0.589612906,1.0,0.580143914,1.0,0.0,0.203093172,1.95232614,1.0,1,1,0.0,0.0,3.97,9,1,1.48,956911,1.0,1,1,0.0,1,4711,1,1,1,0,961622,93220,68.04765072,964,1,138.28593490000003,2.97357668,1.219373977,9,3.954437398,1,1.4952686519999998,2.945020392,642,40.79246943,1,90.20552001,0.560208689,18.35680112,428,1,44.15377153
aes/mul_8_13.wcnf.gz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,81.32,92,64,3.85,65280,1.0,1,1,0.0,1,15312,1,1,1,0,80592,15312,1389.417973,5089,829,557.6979636,4.644531067,2.5471043719999997,92,66.05777248,1,31.69833799,1.301059252,4097,347.6833856,129,412.1829,0.18999404399999997,1.0,1,1,0.0
gen-hyper-tw/GenHyperTW_par8-2-c.wcnf.gz,0.540858235,1.0,0.544329692,1.0,0.0,0.137264997,1.076318085,1.0,1,1,0.0,0.0,2.98,30,2,1.59,968669,1.0,1,1,0.0,1,206,1,1,1,0,968875,479096,13.118510699999998,604,3,47.26746136,1.0975583340000001,1.0812428170000001,30,2.974709844,1,1.586225482,1.329587622,402,6.015750497000001,2,19.08052012,0.8163880790000001,3.8441439710000003,268,1,8.073417675
maxcut/bipartite/maxcut-140-630-0.8-7.wcnf.gz,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0.5,0.693147181,0.0,0,0,0.0,0,2.0,2,2,0.0,1,1258,1,1,1,0,1258,140,9.985714286,19,4,2.7799941269999997,2.384418046,0.0,2,2.0,2,0.0,2.384418046,36,17.97142857,6,5.559988253999999,0.5,8.985714286,18,3,2.7799941269999997
atcoss/sugar/atcoss_sugar_04.wcnf.gz,0.546781169,0.0,0.554296813,1.0,0.0,0.29793838300000003,2.304161203,0.0,0,0,0.0,0.0,3.77,11,1,1.46,758790,1.0,1,1,0.0,1,300,1,1,1,0,759090,53119,37.460965,612,3,69.17144041,3.257824794,1.58056468,11,3.769186789,1,1.4642668319999999,3.4796952080000003,1031,53.86306218,2,158.0012719,0.648473831,32.84406709,520,1,88.17010246
MaximumCommonSub-GraphExtraction/solved/g3_n43e49_n72e77_n81e85.wcnf.gz,0.983213198,0.0,0.988113463,1.0,0.026315789,0.078916883,0.11624341099999999,0.0,0,0,0.0,0.0,2.56,38,2,0.88,97139,1.0,1,1,0.0,1,49,1,1,1,0,97188,2083,98.15026404,345,23,42.05477287,2.856981105,0.7024033909999999,38,2.56137589,1,0.883585228,2.895151512,1739,119.50792129999999,25,188.08796189999998,0.9987138329999999,118.44695149999998,1737,22,187.9989618
maxclique/structured/MANN_a81.clq.wcnf.gz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,2.0,2,2,0.0,6480,1.0,1,1,0.0,1,3321,1,1,1,0,9801,3321,4.9024390239999995,41,4,5.707525532999999,0.114665282,0.640265046,2,1.661157025,1,0.473316399,0.114665282,41,4.9024390239999995,4,5.707525532999999,0.338842975,1.0,1,1,0.0
pseudoBoolean/primes-dimacs-cnf/normalized-par32-3.opb.msat.wcnf.gz,0.213105348,1.0,0.27881661,1.0,0.0,0.448417114,0.591832174,1.0,1,1,0.0,0.0,2.29,3,1,0.69,11391,1.0,1,1,0.0,1,6352,1,1,1,0,17743,6352,7.037783375,170,1,12.79368431,1.725249619,1.071289983,3,1.8313701180000002,1,0.833669115,1.655635942,86,5.115554156,2,6.395586276,0.581017866,2.0,2,2,0.0
bcp/msp/normalized-ii16a2.wcnf.gz,0.057045187000000004,1.0,0.064381305,1.0,0.0,0.24543095199999998,0.238856402,1.0,1,1,0.0,0.0,2.26,16,2,1.78,24883,1.0,1,1,0.0,1,3204,1,1,1,0,28087,3204,19.91573034,146,2,26.39654415,1.28403267,0.47363410100000003,16,2.113789298,1,1.719459118,1.397846538,146,18.52996255,2,27.61699731,0.17111119,2.0,2,2,0.0
SeanSafarpour/wb_4m8s1.dimacs.filtered.wcnf.gz,0.0,0.49998403700000005,0.0,0.0,0.0,0.0,0.0,0.501847862,1,0,0.179180593,1.256496751,0.0,0,0,0.0,0,2.71,3,1,0.48,1,1759150,1,1,1,0,1759150,463080,7.381057268999999,461,2,17.478427,1.6548019,0.643945012,3,2.706449137,1,0.48094777899999996,1.828751929,769,10.2812689,2,24.81028956,0.615564335,5.9508724189999995,561,1,13.60305445
min-fill/MinFill_R0_mulsol.i.2.wcnf.gz,0.5900305570000001,1.0,0.580106614,1.0,0.0,0.196457806,1.899673436,1.0,1,1,0.0,0.0,4.08,10,1,1.51,3282220,1.0,1,1,0.0,1,10993,1,1,1,0,3293213,269188,87.96623921,1721,10,202.16094850000002,3.129242676,1.149108501,10,4.073855836,1,1.513653575,3.105461042,1032,49.839053,5,124.73699409999999,0.532669463,21.25273043,688,1,59.42956576
xai-mindset2/ecoli.wcnf.gz,0.332971223,1.0,0.8854914559999999,1.0,0.0,0.238656852,0.780571584,1.0,1,1,0.0,0.0,5.48,358,1,34.44,310872,1.0,1,1,0.0,1,6426,1,1,1,0,317298,37653,141.30074630000001,863,3,242.54706780000004,2.776557558,0.47683440200000005,358,5.387380318,1,34.09738964,2.6619138369999997,479,45.398905799999994,1,118.3024191,0.947002502,16.19175099,358,1,50.63133553
optic/gen_mult_5_5_9999.wcnf.gz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,40.81,171,1,21.99,85475,1.0,1,1,0.0,1,14256,1,1,1,0,99731,14256,898.5549944,7787,1,525.3541018,7.186802403,4.168939645,171,35.11808766,1,24.66662549,6.314647194,6304,245.67634680000003,2,267.565888,0.143034764,1.000631313,2,1,0.025118012999999998
maxclique/structured/p_hat700-1.clq.wcnf.gz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,2.0,2,2,0.0,183651,1.0,1,1,0.0,1,700,1,1,1,0,184351,700,525.7171429,625,414,52.99722357,5.159567753999999,0.02495311,2,1.996202896,1,0.061503548,5.159567753999999,625,525.7171429,414,52.99722357,0.0037971040000000004,1.0,1,1,0.0
pseudoBoolean/garden/normalized-g100x100.opb.msat.wcnf.gz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,4.96,5,3,0.2,10000,1.0,1,1,0.0,1,10000,1,1,1,0,20000,10000,12.8004,13,6,0.8088014840000001,0.33755184899999996,0.777600609,5,2.98,1,1.984943324,0.168906857,6,5.96,4,0.197989899,0.5,1.0,1,1,0.0
optic/gen_mult_4_7_991.wcnf.gz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,188.34,643,1,74.46,12609,1.0,1,1,0.0,1,20294,1,1,1,0,32903,20294,2458.313492,7842,1,741.1539411,7.774767607999999,2.8401869730000002,643,72.79169073,1,102.07925159999999,3.689766141,1627,118.01837979999999,2,77.14557373,0.616934626,1.000246378,2,1,0.015694507
xai-mindset2/postoperative-patient-data.wcnf.gz,0.5222653279999999,1.0,0.764021992,1.0,0.0,0.312725939,1.225698155,1.0,1,1,0.0,0.0,3.09,23,1,4.16,30678,1.0,1,1,0.0,1,792,1,1,1,0,31470,6412,18.41235184,107,3,21.18919962,2.618105446,0.85684581,23,3.039339053,1,4.124782681,2.690479547,137,14.91703057,1,23.14220684,0.8754369240000001,8.799750468,65,1,10.52111384
min-fill/MinFill_R0_miles1500.wcnf.gz,0.600185657,1.0,0.5830234360000001,1.0,0.0,0.216575612,1.9602025230000002,1.0,1,1,0.0,0.0,3.62,9,1,1.57,1016490,1.0,1,1,0.0,1,2930,1,1,1,0,1019420,130944,52.16575024,1144,9,115.4239243,3.1690187360000004,1.3589044540000002,9,3.61266995,1,1.578748441,2.990542884,762,28.12521383,5,74.37233175,0.656669479,15.00908785,508,1,44.10914081
