instance,balance-hard,balance-hard-max,balance-hard-mean,balance-hard-min,balance-hard-std,balance-soft,balance-soft-max,balance-soft-mean,balance-soft-min,balance-soft-std,ncls,nhard_len_stats.ave,nhard_len_stats.max,nhard_len_stats.min,nhard_len_stats.stddev,nhards,nsoft_len_stats.ave,nsoft_len_stats.max,nsoft_len_stats.min,nsoft_len_stats.stddev,nsoft_wts,nsofts,nvars,soft_wt_stats.ave,soft_wt_stats.max,soft_wt_stats.min,soft_wt_stats.stddev
xai-mindset2/heart-statlog.wcnf.gz,0.507643757,1,0.929002838,0,0.194576867,1,1,1,1,0,251072,3.73,382,1,25.03,248024,1,1,1,0,1,3048,18664,1,1,1,0
xai-mindset2/hepatitis.wcnf.gz,0.512739381,1,0.893304993,0,0.227569905,1,1,1,1,0,154379,3.58,362,1,23.02,151491,1,1,1,0,1,2888,17490,1,1,1,0
xai-mindset2/shuttleM.wcnf.gz,0.469001726,1,0.994259156,0,0.070086206,1,1,1,1,0,22324591,4.24,692,1,39.23,22317681,1,1,1,0,1,6910,76107,1,1,1,0
xai-mindset2/hungarian.wcnf.gz,0.508062518,1,0.923982275,0,0.199652322,1,1,1,1,0,358943,3.71,331,1,23.1,354983,1,1,1,0,1,3960,26903,1,1,1,0
SeanSafarpour/rsdecoder4.dimacs.filtered.wcnf.gz,0,,,,,0.507818197,1,0.512470047,0,0.201777472,933978,0,0,0,0,0,2.74,4,1,0.46,1,933978,237783,1,1,1,0
SeanSafarpour/SM_AS_TOP_buggy1.dimacs.filtered.wcnf.gz,0,,,,,0.497068223,1,0.49781394,0,0.176240743,694438,0,0,0,0,0,2.76,4,1,0.44,1,694438,145899,1,1,1,0
SeanSafarpour/rsdecoder-problem.dimacs_38.filtered.wcnf.gz,0,,,,,0.50543157,1,0.505742403,0,0.182596091,3865513,0,0,0,0,0,2.57,4,1,0.5,1,3865513,1198007,1,1,1,0
SeanSafarpour/mem_ctrl-problem.dimacs_27.filtered.wcnf.gz,0,,,,,0.491412823,1,0.492858674,0,0.155627072,15983633,0,0,0,0,0,2.6,4,1,0.49,1,15983633,4426259,1,1,1,0
SeanSafarpour/wb_4m8s4.dimacs.filtered.wcnf.gz,0,,,,,0.499984037,1,0.501847862,0,0.179180593,1759150,0,0,0,0,0,2.71,3,1,0.48,1,1759150,462440,1,1,1,0
SeanSafarpour/SM_MAIN_MEM_buggy1.dimacs.filtered.wcnf.gz,0,,,,,0.496944328,1,0.499339633,0,0.190459245,3812147,0,0,0,0,0,2.74,4,1,0.45,1,3812147,870975,1,1,1,0
SeanSafarpour/wb_4m8s-problem.dimacs_47.filtered.wcnf.gz,0,,,,,0.499955113,1,0.5005843,0,0.173571267,8517027,0,0,0,0,0,2.55,3,1,0.51,1,8517027,2691008,1,1,1,0
SeanSafarpour/rsdecoder6.dimacs.filtered.wcnf.gz,0,,,,,0.507799632,1,0.512443029,0,0.201680147,936006,0,0,0,0,0,2.74,4,1,0.46,1,936006,238290,1,1,1,0
SeanSafarpour/rsdecoder1_blackbox_KESblock-problem.dimacs_30.filtered.wcnf.gz,0,,,,,0.500812411,1,0.502143937,0,0.184393728,1106376,0,0,0,0,0,2.57,4,1,0.51,1,1106376,339892,1,1,1,0
SeanSafarpour/rsdecoder-problem.dimacs_41.filtered.wcnf.gz,0,,,,,0.505432309,1,0.505743678,0,0.182589713,3829036,0,0,0,0,0,2.57,4,1,0.5,1,3829036,1186705,1,1,1,0
SeanSafarpour/spi2.dimacs.filtered.wcnf.gz,0,,,,,0.502459885,1,0.509726232,0,0.189372153,515813,0,0,0,0,0,2.71,4,1,0.47,1,515813,124251,1,1,1,0
SeanSafarpour/wb_4m8s1.dimacs.filtered.wcnf.gz,0,,,,,0.499984037,1,0.501847862,0,0.179180593,1759150,0,0,0,0,0,2.71,3,1,0.48,1,1759150,463080,1,1,1,0
SeanSafarpour/wb_4m8s-problem.dimacs_49.filtered.wcnf.gz,0,,,,,0.499956219,1,0.50058712,0,0.173567793,8812799,0,0,0,0,0,2.55,3,1,0.51,1,8812799,2781876,1,1,1,0
causal-discovery/causal_n7_i4_N500_uai14_constant_int.wcnf.gz,0.505193334,1,0.514986207,0.166666667,0.111572577,0.263392857,1,0.263392857,0,0.440473677,145910,2.44,6,1,0.91,145238,1,1,1,0,1,672,40290,1,1,1,0
causal-discovery/causal_n7_i6_N500_uai14_harddeps_int.wcnf.gz,0.5045365,1,0.513353237,0,0.11509673,1,1,1,1,0,145910,2.44,6,1,0.91,145700,1,1,1,0,1,210,40290,1,1,1,0
causal-discovery/causal_n7_i4_N1000_uai14_constant_int.wcnf.gz,0.505193334,1,0.514986207,0.166666667,0.111572577,0.263392857,1,0.263392857,0,0.440473677,145910,2.44,6,1,0.91,145238,1,1,1,0,1,672,40290,1,1,1,0
MaxSATQueriesinInterpretableClassifiers/MLIC_maxsat_benchmarks/tictactoe_train_0_CNF_2_1.wcnf.gz,0.468840136,1,0.790218032,0,0.407152912,1,1,1,1,0,7703,3.37,10,2,2.96,6788,1,1,1,0,1,915,1511,1,1,1,0
MaxSATQueriesinInterpretableClassifiers/MLIC_maxsat_benchmarks/wdbc_train_0_DNF_5_1.wcnf.gz,0.526802218,1,0.934596466,0,0.247236551,1,1,1,1,0,28396,3.55,28,2,6.1,27445,1,1,1,0,1,951,1901,1,1,1,0
MaxSATQueriesinInterpretableClassifiers/MLIC_maxsat_benchmarks/tictactoe_train_1_DNF_5_1.wcnf.gz,0.734901665,1,0.925040164,0,0.263326526,1,1,1,1,0,28384,2.52,10,2,1.88,27388,1,1,1,0,1,996,3811,1,1,1,0
MaxSATQueriesinInterpretableClassifiers/MLIC_maxsat_benchmarks/toms_train_1_DNF_2_1.wcnf.gz,0.482773049,1,0.97357969,0,0.16038166,1,1,1,1,0,1637797,4.03,97,2,13.73,1610617,1,1,1,0,1,27180,43514,1,1,1,0
MaxSATQueriesinInterpretableClassifiers/MLIC_maxsat_benchmarks/credit_train_1_CNF_4_1.wcnf.gz,0.844152951,1,0.971187259,0,0.167279905,1,1,1,1,0,1586298,2.3,19,2,2.11,1558859,1,1,1,0,1,27439,111547,1,1,1,0
MaxSATQueriesinInterpretableClassifiers/MLIC_maxsat_benchmarks/toms_test_0_DNF_2_1.wcnf.gz,0.48283827,1,0.973585159,0,0.160365513,1,1,1,1,0,183705,4.03,97,2,13.73,179066,1,1,1,0,1,4639,6455,1,1,1,0
MaxSATQueriesinInterpretableClassifiers/MLIC_maxsat_benchmarks/credit_train_0_DNF_3_1.wcnf.gz,0.345386614,1,0.823637882,0,0.381127959,1,1,1,1,0,418870,4.77,19,2,6.24,391541,1,1,1,0,1,27329,45245,1,1,1,0
MaxSATQueriesinInterpretableClassifiers/wcnf_gz/ionosphere_train_2_DNF_3_1.wcnf.gz,0.764303459,1,0.973659867,0,0.160144718,1,1,1,1,0,21286,2.55,34,2,4.08,20539,1,1,1,0,1,747,1353,1,1,1,0
MaxSATQueriesinInterpretableClassifiers/wcnf_gz/parkinsons_train_8_DNF_3_1.wcnf.gz,0.831092596,1,0.970695566,0,0.168658485,1,1,1,1,0,9373,2.34,23,2,2.53,9043,1,1,1,0,1,330,729,1,1,1,0
MaxSATQueriesinInterpretableClassifiers/wcnf_gz/compas_train_1_DNF_5_1.wcnf.gz,0.561174149,1,0.831505848,0,0.374304519,1,1,1,1,0,129704,2.96,8,2,2.16,123120,1,1,1,0,1,6584,21209,1,1,1,0
MaxSATQueriesinInterpretableClassifiers/wcnf_gz/heart_train_4_CNF_3_1.wcnf.gz,0.584237579,1,0.878111588,0,0.327156884,1,1,1,1,0,5025,3.01,12,2,2.94,4660,1,1,1,0,1,365,737,1,1,1,0
MaxSATQueriesinInterpretableClassifiers/wcnf_gz/adult_train_5_CNF_3_1.wcnf.gz,0.814749823,1,0.948576829,0,0.220859295,1,1,1,1,0,874084,2.33,13,2,1.74,844347,1,1,1,0,1,29737,96481,1,1,1,0
MaxSATQueriesinInterpretableClassifiers/wcnf_gz/credit_train_1_CNF_5_1.wcnf.gz,0.845143827,1,0.97381436,0,0.159687046,1,1,1,1,0,1970866,2.3,19,2,2.13,1943317,1,1,1,0,1,27549,132684,1,1,1,0
MaxSATQueriesinInterpretableClassifiers/wcnf_gz/tictactoe_train_3_CNF_2_1.wcnf.gz,0.469613019,1,0.790656677,0,0.40683989,1,1,1,1,0,7723,3.37,10,2,2.96,6807,1,1,1,0,1,916,1514,1,1,1,0
MaxSATQueriesinInterpretableClassifiers/wcnf_gz/adult_train_4_CNF_3_1.wcnf.gz,0.814749823,1,0.948576829,0,0.220859295,1,1,1,1,0,874084,2.33,13,2,1.74,844347,1,1,1,0,1,29737,96481,1,1,1,0
des/cnf.19.p.9.wcnf.gz,0.623342842,1,0.686966038,0,0.299157923,1,1,1,1,0,584210,2.31,7,1,0.83,577210,1,1,1,0,1,7000,129190,1,1,1,0
des/cnf.20.p.4.wcnf.gz,0.623363218,1,0.687015963,0,0.29921312,1,1,1,1,0,443992,2.31,7,1,0.83,438672,1,1,1,0,1,5320,98194,1,1,1,0
des/cnf.18.p.6.wcnf.gz,0.623360576,1,0.686988725,0,0.299185013,1,1,1,1,0,477382,2.31,7,1,0.83,471662,1,1,1,0,1,5720,105574,1,1,1,0
des/cnf.20.p.10.wcnf.gz,0.62334122,1,0.686953638,0,0.299140373,1,1,1,1,0,644312,2.31,7,1,0.83,636592,1,1,1,0,1,7720,142474,1,1,1,0
des/cnf.16.p.8.wcnf.gz,0.623354056,1,0.686971938,0,0.299178346,1,1,1,1,0,470694,2.31,7,1,0.83,465054,1,1,1,0,1,5640,104098,1,1,1,0
des/cnf.17.p.10.wcnf.gz,0.623345214,1,0.686961746,0,0.299166366,1,1,1,1,0,514091,2.31,7,1,0.83,507931,1,1,1,0,1,6160,113692,1,1,1,0
des/cnf.19.p.7.wcnf.gz,0.623350817,1,0.686976558,0,0.29917035,1,1,1,1,0,530796,2.31,7,1,0.83,524436,1,1,1,0,1,6360,117382,1,1,1,0
des/cnf.14.p.10.wcnf.gz,0.623349607,1,0.686968236,0,0.299193087,1,1,1,1,0,420599,2.31,7,1,0.83,415559,1,1,1,0,1,5040,93028,1,1,1,0
des/cnf.19.p.10.wcnf.gz,0.623342359,1,0.686956886,0,0.299148505,1,1,1,1,0,600905,2.31,7,1,0.83,593705,1,1,1,0,1,7200,132880,1,1,1,0
des/cnf.20.p.9.wcnf.gz,0.623342743,1,0.68696474,0,0.299156437,1,1,1,1,0,587549,2.31,7,1,0.83,580509,1,1,1,0,1,7040,129928,1,1,1,0
des/cnf.17.p.9.wcnf.gz,0.623345343,1,0.686964532,0,0.299169144,1,1,1,1,0,510752,2.31,7,1,0.83,504632,1,1,1,0,1,6120,112954,1,1,1,0
des/cnf.20.p.8.wcnf.gz,0.623355171,1,0.686981192,0,0.2991645,1,1,1,1,0,564196,2.31,7,1,0.83,557436,1,1,1,0,1,6760,124762,1,1,1,0
aes-key-recovery/AES1-76-36.wcnf.gz,0.507464441,1,0.507665306,0,0.197542835,0,0,0,0,0,372403,5.48,8,2,1.3,372240,1,1,1,0,1,163,21368,1,1,1,0
aes-key-recovery/AES2-72-67.wcnf.gz,0.507464441,1,0.507665306,0,0.197542835,0,0,0,0,0,372421,5.48,8,2,1.3,372240,1,1,1,0,1,181,21368,1,1,1,0
aes-key-recovery/AES1-76-38.wcnf.gz,0.507464441,1,0.507665306,0,0.197542835,0,0,0,0,0,372398,5.48,8,2,1.3,372240,1,1,1,0,1,158,21368,1,1,1,0
aes-key-recovery/AES1-74-32.wcnf.gz,0.507464441,1,0.507665306,0,0.197542835,0,0,0,0,0,372422,5.48,8,2,1.3,372240,1,1,1,0,1,182,21368,1,1,1,0
aes-key-recovery/AES2-70-62.wcnf.gz,0.507464441,1,0.507665306,0,0.197542835,0,0,0,0,0,372428,5.48,8,2,1.3,372240,1,1,1,0,1,188,21368,1,1,1,0
set-covering/crafted/scpcyc/scpcyc06_maxsat.wcnf.gz,0,,,,,0.166666667,1,0.444444444,0,0.496903995,432,0,0,0,0,0,2.67,4,1,1.49,1,432,192,1,1,1,0
set-covering/crafted/scpcyc/scpcyc09_maxsat.wcnf.gz,0,,,,,0.111111111,1,0.333333333,0,0.471404521,6912,0,0,0,0,0,3,4,1,1.41,1,6912,2304,1,1,1,0
set-covering/crafted/scpcyc/scpcyc08_maxsat.wcnf.gz,0,,,,,0.125,1,0.363636364,0,0.481045693,2816,0,0,0,0,0,2.91,4,1,1.44,1,2816,1024,1,1,1,0
set-covering/crafted/scpcyc/scpcyc07_maxsat.wcnf.gz,0,,,,,0.142857143,1,0.4,0,0.489897949,1120,0,0,0,0,0,2.8,4,1,1.47,1,1120,448,1,1,1,0
set-covering/crafted/scpcyc/scpcyc10_maxsat.wcnf.gz,0,,,,,0.1,1,0.307692308,0,0.461538462,16640,0,0,0,0,0,3.08,4,1,1.38,1,16640,5120,1,1,1,0
set-covering/crafted/scpcyc/scpcyc11_maxsat.wcnf.gz,0,,,,,0.090909091,1,0.285714286,0,0.451753951,39424,0,0,0,0,0,3.14,4,1,1.36,1,39424,11264,1,1,1,0
set-covering/crafted/scpclr/scpclr11_maxsat.wcnf.gz,0,,,,,0.0078125,1,0.243902439,0,0.429434558,1353,0,0,0,0,0,31.22,210,1,32.86,1,1353,330,1,1,1,0
set-covering/crafted/scpclr/scpclr13_maxsat.wcnf.gz,0,,,,,0.001953125,1,0.148648649,0,0.355741799,4810,0,0,0,0,0,76.11,495,1,63.66,1,4810,715,1,1,1,0
set-covering/crafted/scpclr/scpclr12_maxsat.wcnf.gz,0,,,,,0.00390625,1,0.19472856,0,0.395991601,2542,0,0,0,0,0,49.85,330,1,46.82,1,2542,495,1,1,1,0
atcoss/sugar/atcoss_sugar_03.wcnf.gz,0.579946364,1,0.581308839,0,0.271369081,0,0,0,0,0,381897,3.38,11,1,1.4,381597,1,1,1,0,1,300,39860,1,1,1,0
atcoss/sugar/atcoss_sugar_02.wcnf.gz,0.574159496,1,0.576611342,0,0.276431331,0,0,0,0,0,377502,3.43,11,1,1.46,377202,1,1,1,0,1,300,40788,1,1,1,0
atcoss/sugar/atcoss_sugar_10.wcnf.gz,0.560263943,1,0.569067044,0,0.27337944,0,0,0,0,0,423878,3.41,11,1,1.4,423578,1,1,1,0,1,300,43861,1,1,1,0
atcoss/sugar/atcoss_sugar_18.wcnf.gz,0.522612575,1,0.525932629,0,0.308427281,0,0,0,0,0,823900,3.46,11,1,1.21,823600,1,1,1,0,1,300,53441,1,1,1,0
atcoss/sugar/atcoss_sugar_04.wcnf.gz,0.546781169,1,0.554296813,0,0.297938383,0,0,0,0,0,759090,3.77,11,1,1.46,758790,1,1,1,0,1,300,53119,1,1,1,0
atcoss/sugar/atcoss_sugar_05.wcnf.gz,0.547961905,1,0.55568656,0,0.297957776,0,0,0,0,0,755089,3.78,11,1,1.47,754789,1,1,1,0,1,300,53465,1,1,1,0
atcoss/sugar/atcoss_sugar_15.wcnf.gz,0.541762979,1,0.551376002,0,0.290900373,0,0,0,0,0,744265,3.61,11,1,1.39,743965,1,1,1,0,1,300,55429,1,1,1,0
atcoss/mesat/atcoss_mesat_05.wcnf.gz,0.562569832,1,0.551126687,0,0.216070921,0,0,0,0,0,1463573,3.27,4,1,1,1463272,1,1,1,0,1,301,450157,1,1,1,0
atcoss/mesat/atcoss_mesat_15.wcnf.gz,0.564756751,1,0.553554897,0,0.211758396,0,0,0,0,0,1600427,3.31,4,1,0.98,1600126,1,1,1,0,1,301,465243,1,1,1,0
atcoss/mesat/atcoss_mesat_04.wcnf.gz,0.56344824,1,0.552207825,0,0.213564357,0,0,0,0,0,1515125,3.29,4,1,0.99,1514824,1,1,1,0,1,301,450890,1,1,1,0
atcoss/mesat/atcoss_mesat_18.wcnf.gz,0.555144395,1,0.547717013,0,0.207741385,0,0,0,0,0,1605464,3.46,4,1,0.91,1605163,1,1,1,0,1,301,366276,1,1,1,0
atcoss/mesat/atcoss_mesat_10.wcnf.gz,0.567198872,1,0.555294026,0,0.209799649,0,0,0,0,0,1078680,3.25,4,1,1,1078379,1,1,1,0,1,301,333864,1,1,1,0
atcoss/mesat/atcoss_mesat_02.wcnf.gz,0.566679934,1,0.554640124,0,0.211358738,0,0,0,0,0,1021283,3.23,4,1,1.01,1020982,1,1,1,0,1,301,322127,1,1,1,0
atcoss/mesat/atcoss_mesat_03.wcnf.gz,0.565576978,1,0.553172869,0,0.214992673,0,0,0,0,0,969655,3.2,4,1,1.02,969354,1,1,1,0,1,301,321140,1,1,1,0
scheduling/cnf_12.wcnf.gz,0.500247287,1,0.496273643,0,0.278589328,1,1,1,1,0,1171279,2.53,265,1,2.11,1169238,1,1,1,0,1,2041,289958,1,1,1,0
scheduling/cnf_10_center.wcnf.gz,0.500296786,1,0.499944154,0,0.270384845,0.698917887,1,0.698917887,0,0.458728323,703588,2.5,217,1,1.89,702017,1,1,1,0,1,1571,182404,1,1,1,0
scheduling/cnf_small.wcnf.gz,0.502659574,1,0.491129282,0,0.28142588,0.632958801,1,0.632958801,0,0.481997881,47065,2.52,25,2,1.7,46798,1,1,1,0,1,267,12617,1,1,1,0
scheduling/cnf_10.wcnf.gz,0.499967046,1,0.499169274,0,0.276726076,1,1,1,1,0,1057939,2.53,217,1,2.07,1056214,1,1,1,0,1,1725,259443,1,1,1,0
scheduling/cnf_12_center.wcnf.gz,0.50083772,1,0.496415583,0,0.273279002,0.658465144,1,0.658465144,0,0.474224418,768788,2.51,265,1,2.01,767081,1,1,1,0,1,1707,201204,1,1,1,0
gen-hyper-tw/GenHyperTW_dubois28.wcnf.gz,0.534013306,1,0.539584966,0,0.149461799,1,1,1,1,0,1206698,3.29,9,2,1.71,1206528,1,1,1,0,1,170,506480,1,1,1,0
gen-hyper-tw/GenHyperTW_flat30-99.wcnf.gz,0.542774471,1,0.54414779,0,0.128617433,1,1,1,1,0,2191665,2.96,10,2,1.5,2191365,1,1,1,0,1,300,1119405,1,1,1,0
gen-hyper-tw/GenHyperTW_grid3d_5.wcnf.gz,0.525062111,1,0.534914055,0,0.181764616,1,1,1,1,0,333323,3.62,8,2,1.8,333261,1,1,1,0,1,62,100988,1,1,1,0
gen-hyper-tw/GenHyperTW_dubois30.wcnf.gz,0.532850276,1,0.538825896,0,0.149760722,1,1,1,1,0,1398367,3.34,9,2,1.74,1398189,1,1,1,0,1,178,573523,1,1,1,0
gen-hyper-tw/GenHyperTW_dubois20.wcnf.gz,0.533864223,1,0.540770219,0,0.154438412,1,1,1,1,0,473784,3.22,9,2,1.65,473664,1,1,1,0,1,120,203310,1,1,1,0
gen-hyper-tw/GenHyperTW_flat30-1.wcnf.gz,0.542724269,1,0.544124446,0,0.128594706,1,1,1,1,0,2191665,2.96,10,2,1.5,2191365,1,1,1,0,1,300,1119405,1,1,1,0
gen-hyper-tw/GenHyperTW_dubois23.wcnf.gz,0.536560443,1,0.541038906,0,0.149767881,1,1,1,1,0,776800,3.17,9,2,1.65,776658,1,1,1,0,1,142,342244,1,1,1,0
gen-hyper-tw/GenHyperTW_uf20-01.wcnf.gz,0.5476499,1,0.548975444,0,0.125098302,1,1,1,1,0,75592,2.47,20,2,1.16,75501,1,1,1,0,1,91,46941,1,1,1,0
gen-hyper-tw/GenHyperTW_uf20-050.wcnf.gz,0.547593646,1,0.54890087,0,0.125265795,1,1,1,1,0,75405,2.46,23,2,1.15,75314,1,1,1,0,1,91,46941,1,1,1,0
gen-hyper-tw/GenHyperTW_2bitcomp_5.wcnf.gz,0.54203989,1,0.544029791,0,0.129211449,1,1,1,1,0,2413400,2.98,17,2,1.52,2413090,1,1,1,0,1,310,1225430,1,1,1,0
gen-hyper-tw/GenHyperTW_b01.wcnf.gz,0.531597907,1,0.538244042,0,0.183458438,1,1,1,1,0,170612,3.45,8,1,1.74,170567,1,1,1,0,1,45,55117,1,1,1,0
gen-hyper-tw/GenHyperTW_par8-5-c.wcnf.gz,0.540572937,1,0.544555165,0,0.135610192,1,1,1,1,0,1251595,3,48,2,1.63,1251354,1,1,1,0,1,241,615316,1,1,1,0
gen-hyper-tw/GenHyperTW_aim-50-1_6-no-3.wcnf.gz,0.534488124,1,0.540090455,0,0.164388684,1,1,1,1,0,263926,3.19,8,2,1.62,263850,1,1,1,0,1,76,109701,1,1,1,0
gen-hyper-tw/GenHyperTW_par8-4-c.wcnf.gz,0.541070567,1,0.544453527,0,0.136921755,1,1,1,1,0,945418,2.96,33,2,1.58,945213,1,1,1,0,1,205,470143,1,1,1,0
gen-hyper-tw/GenHyperTW_aim-50-2_0-no-3.wcnf.gz,0.536935232,1,0.542108084,0,0.156506874,1,1,1,1,0,302722,3.06,8,2,1.55,302624,1,1,1,0,1,98,137473,1,1,1,0
gen-hyper-tw/GenHyperTW_par8-2-c.wcnf.gz,0.540858235,1,0.544329692,0,0.137264997,1,1,1,1,0,968875,2.98,30,2,1.59,968669,1,1,1,0,1,206,479096,1,1,1,0
gen-hyper-tw/GenHyperTW_grid4d_3.wcnf.gz,0.529592062,1,0.538393189,0,0.189852199,1,1,1,1,0,118649,3.25,9,2,1.67,118609,1,1,1,0,1,40,42065,1,1,1,0
gen-hyper-tw/GenHyperTW_dubois24.wcnf.gz,0.536247473,1,0.54093053,0,0.149031718,1,1,1,1,0,865765,3.18,9,2,1.66,865614,1,1,1,0,1,151,380347,1,1,1,0
railway-transport/pesp_18Min.wcnf.gz,0.38775343,1,0.386839702,0,0.147263327,1,1,1,1,0,2607209,3.95,5,1,0.71,2595539,1,1,1,0,1,11670,41287,1,1,1,0
railway-transport/d4.wcnf.gz,0.390935798,1,0.391027111,0,0.151285198,1,1,1,1,0,13856421,3.84,5,2,0.64,13806021,1,1,1,0,1,50400,307678,1,1,1,0
railway-transport/we.wcnf.gz,0.415176643,1,0.417201652,0,0.152956962,1,1,1,1,0,6957547,3.72,5,2,0.65,6939377,1,1,1,0,1,18170,280446,1,1,1,0
railway-transport/pesp_5min.wcnf.gz,0.399528471,1,0.40072683,0,0.153999309,1,1,1,1,0,1254411,3.83,5,1,0.72,1249995,1,1,1,0,1,4416,34756,1,1,1,0
optic/gen_square_5_9999.wcnf.gz,0,0,0,0,0,1,1,1,1,0,78625,83.38,235,1,37.34,76883,1,1,1,0,1,1742,1742,1,1,1,0
optic/gen_mult_3_6_9999.wcnf.gz,0,0,0,0,0,1,1,1,1,0,12419,34.49,109,1,15.88,11375,1,1,1,0,1,1044,1044,1,1,1,0
optic/gen_mult_5_5_991.wcnf.gz,0,0,0,0,0,1,1,1,1,0,24960,54.01,185,1,24.2,10704,1,1,1,0,1,14256,14256,1,1,1,0
optic/gen_mult_4_6_9999.wcnf.gz,0,0,0,0,0,1,1,1,1,0,171411,74.5,322,1,43.81,159850,1,1,1,0,1,11561,11561,1,1,1,0
optic/gen_mult_4_7_991.wcnf.gz,0,0,0,0,0,1,1,1,1,0,32903,188.34,643,1,74.46,12609,1,1,1,0,1,20294,20294,1,1,1,0
optic/gen_add_4_carry_33.wcnf.gz,0,0,0,0,0,1,1,1,1,0,35833,12.18,39,1,7.58,35157,1,1,1,0,1,676,676,1,1,1,0
optic/gen_mult_5_5_399.wcnf.gz,0,0,0,0,0,1,1,1,1,0,117841,30.25,171,1,24.9,103585,1,1,1,0,1,14256,14256,1,1,1,0
optic/gen_mult_4_5_33.wcnf.gz,0,0,0,0,0,1,1,1,1,0,63561,43.19,190,1,27.95,58807,1,1,1,0,1,4754,4754,1,1,1,0
optic/gen_cvc-add7to3_9999.wcnf.gz,0,0,0,0,0,1,1,1,1,0,10957,16.15,35,1,5.53,9737,1,1,1,0,1,1220,1220,1,1,1,0
optic/gen_mult_4_6_991.wcnf.gz,0,0,0,0,0,1,1,1,1,0,17883,105.15,316,1,43.8,6322,1,1,1,0,1,11561,11561,1,1,1,0
optic/gen_mult_4_5_399.wcnf.gz,0,0,0,0,0,1,1,1,1,0,42841,29.58,176,1,22.54,38087,1,1,1,0,1,4754,4754,1,1,1,0
optic/gen_mult_3_5_9999.wcnf.gz,0,0,0,0,0,1,1,1,1,0,6869,24.61,75,1,10.26,6101,1,1,1,0,1,768,768,1,1,1,0
optic/gen_add_6_carry_991.wcnf.gz,0,0,0,0,0,1,1,1,1,0,142765,34.59,127,1,16.81,136281,1,1,1,0,1,6484,6484,1,1,1,0
optic/gen_mult_4_5_9999.wcnf.gz,0,0,0,0,0,1,1,1,1,0,34276,39.03,176,1,19.84,29522,1,1,1,0,1,4754,4754,1,1,1,0
optic/gen_mult_5_5_9999.wcnf.gz,0,0,0,0,0,1,1,1,1,0,99731,40.81,171,1,21.99,85475,1,1,1,0,1,14256,14256,1,1,1,0
optic/gen_mult_4_5_991.wcnf.gz,0,0,0,0,0,1,1,1,1,0,7643,46.46,176,1,21.28,2889,1,1,1,0,1,4754,4754,1,1,1,0
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_4_10_2.wcnf.gz,0.639719626,1,0.674349125,0,0.209527358,0.95085213,1,0.95085213,0,0.216176679,188290,2.74,201,2,7.12,148390,1,1,1,0,1,39900,76190,1,1,1,0
